canon_smiles,iso_smiles
Cc1ccc(C2C(=O)N(C3CCCCCC3)CC(=O)N2Cc2ccc(F)cc2)cc1,Cc1ccc([C@@H]2C(=O)N(C3CCCCCC3)CC(=O)N2Cc2ccc(F)cc2)cc1
CCOC(=O)C1CCCN(C(=O)NC2CC(=O)N(c3ccc(OC)c(OC)c3)C2)C1,CCOC(=O)[C@@H]1CCCN(C(=O)N[C@H]2CC(=O)N(c3ccc(OC)c(OC)c3)C2)C1
O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)NCc1ccc(Cl)cc1,O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)NCc1ccc(Cl)cc1
O=S(=O)(c1ccccc1F)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2Cl)CC1,O=S(=O)(c1ccccc1F)N1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2Cl)CC1
O=C(NC(Cc1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1C(F)(F)F,O=C(N[C@@H](Cc1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1C(F)(F)F
COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cccc3ccccc23)N1C(C)=O,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc3ccccc23)N1C(C)=O
COc1ccc(N(Cc2ccc(F)cc2)C(=O)c2cc3ccccc3oc2=O)cc1,COc1ccc(N(Cc2ccc(F)cc2)C(=O)c2cc3ccccc3oc2=O)cc1
Cc1cc2cc(C)c3nnc(SCC(=O)Nc4ccc5c(c4)OCO5)n3c2cc1C,Cc1cc2cc(C)c3nnc(SCC(=O)Nc4ccc5c(c4)OCO5)n3c2cc1C
Cc1ccc(C2=Nc3nnnn3C(c3c(C)nn(-c4ccc(F)cc4)c3Cl)C2)cc1,Cc1ccc(C2=Nc3nnnn3[C@H](c3c(C)nn(-c4ccc(F)cc4)c3Cl)C2)cc1
COc1ccc2nc(NC(=O)c3ccc(OC)c(S(=O)(=O)N4CCCC4)c3)sc2c1,COc1ccc2nc(NC(=O)c3ccc(OC)c(S(=O)(=O)N4CCCC4)c3)sc2c1
CCOC(=O)c1c(NC(=O)C2CC(=O)OC23CCCCC3)sc2c1CC(C)(C)OC2,CCOC(=O)c1c(NC(=O)[C@@H]2CC(=O)OC23CCCCC3)sc2c1CC(C)(C)OC2
O=C([O-])Cc1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC(C(=O)[O-])O2,O=C([O-])Cc1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](C(=O)[O-])O2
COc1ccc(-c2nc3c(c(SCC(=O)N4CCCCC4)n2)COC(C)(C)C3)cc1,COc1ccc(-c2nc3c(c(SCC(=O)N4CCCCC4)n2)COC(C)(C)C3)cc1
COc1ccc(-c2oc3ccccc3c(=O)c2OCC(=O)NCc2ccco2)cc1,COc1ccc(-c2oc3ccccc3c(=O)c2OCC(=O)NCc2ccco2)cc1
CCC1(C)Cc2ccccc2-c2nc(SCC(=O)NCc3ccccc3)[nH]c(=O)c21,CC[C@]1(C)Cc2ccccc2-c2nc(SCC(=O)NCc3ccccc3)[nH]c(=O)c21
O=C(NCc1cccs1)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCCC3)cc12,O=C(NCc1cccs1)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCCC3)cc12
COC(=O)COc1ccc2c(c1)OC1(CC2c2ccccc2)CC(C)(C)NC(=O)N1,COC(=O)COc1ccc2c(c1)O[C@@]1(C[C@H]2c2ccccc2)CC(C)(C)NC(=O)N1
COCCCN1C(=O)c2[nH]nc(-c3ccccc3O)c2C1c1ccc(C(C)C)cc1,COCCCN1C(=O)c2[nH]nc(-c3ccccc3O)c2[C@@H]1c1ccc(C(C)C)cc1
Cc1ccc(CNC(=O)Cc2c(C)c3c(cc(C)c4c(C)c(C)oc43)oc2=O)cc1,Cc1ccc(CNC(=O)Cc2c(C)c3c(cc(C)c4c(C)c(C)oc43)oc2=O)cc1
CCCCn1c(SCC(=O)Nc2cccc(C)c2C)nc2c1c(=O)n(C)c(=O)n2C,CCCCn1c(SCC(=O)Nc2cccc(C)c2C)nc2c1c(=O)n(C)c(=O)n2C
O=C(NC1CCCCC1NC(=O)C1CC1c1ccccc1)C1CC1c1ccccc1,O=C(N[C@@H]1CCCC[C@@H]1NC(=O)[C@@H]1C[C@@H]1c1ccccc1)[C@H]1C[C@H]1c1ccccc1
COCCN1C(=O)c2ccccc2C(C(=O)Nc2cccc(C)n2)C1c1cccs1,COCCN1C(=O)c2ccccc2[C@H](C(=O)Nc2cccc(C)n2)[C@H]1c1cccs1
COc1ccc(-n2c(C)cc(C(=O)COc3ccc(-c4nnco4)cc3)c2C)cc1,COc1ccc(-n2c(C)cc(C(=O)COc3ccc(-c4nnco4)cc3)c2C)cc1
COC(=O)c1c(NC(=O)Cc2ccc(OC)cc2)sc(C(=O)N2CCCCC2)c1C,COC(=O)c1c(NC(=O)Cc2ccc(OC)cc2)sc(C(=O)N2CCCCC2)c1C
O=C(COc1ncnc2scc(-c3ccc(Cl)cc3)c12)Nc1ccc2c(c1)OCO2,O=C(COc1ncnc2scc(-c3ccc(Cl)cc3)c12)Nc1ccc2c(c1)OCO2
CCC(C)N1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc(Cl)cc2)C1=O,CC[C@@H](C)N1CC(=O)N2[C@@H](Cc3c([nH]c4ccccc34)[C@@H]2c2ccc(Cl)cc2)C1=O
CC(=O)N1CCN(c2ccc(NC(=O)CCn3c(C)nc4ccccc43)cc2)CC1,CC(=O)N1CCN(c2ccc(NC(=O)CCn3c(C)nc4ccccc43)cc2)CC1
COc1ccc(Cl)cc1NC(=O)CSc1ncc(S(=O)(=O)c2ccccc2)c([O-])n1,COc1ccc(Cl)cc1NC(=O)CSc1ncc(S(=O)(=O)c2ccccc2)c([O-])n1
Cc1ccc(C)c(N(C(=O)c2csnn2)C(C(=O)NC(C)(C)C)c2ccncc2)c1,Cc1ccc(C)c(N(C(=O)c2csnn2)[C@@H](C(=O)NC(C)(C)C)c2ccncc2)c1
C=CCn1c(=O)c2c(nc3n(-c4ccccc4)c(-c4ccccc4)cn23)n(C)c1=O,C=CCn1c(=O)c2c(nc3n(-c4ccccc4)c(-c4ccccc4)cn23)n(C)c1=O
COc1ccc(CCNC(=O)Cn2c(=O)c3cccn3c3ccccc32)cc1OC,COc1ccc(CCNC(=O)Cn2c(=O)c3cccn3c3ccccc32)cc1OC
Cc1ccccc1NC(=O)CCc1c(C)nc2cc(-c3cccc(F)c3)nn2c1C,Cc1ccccc1NC(=O)CCc1c(C)nc2cc(-c3cccc(F)c3)nn2c1C
CN(c1oc(-c2ccccc2Cl)nc1S(=O)(=O)c1ccccc1)C1CC[NH+](C)CC1,CN(c1oc(-c2ccccc2Cl)nc1S(=O)(=O)c1ccccc1)C1CC[NH+](C)CC1
CC(=O)N1CC2CC(C1)c1ccc(NC(=O)c3ccc4ccccc4c3)c(=O)n1C2,CC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(NC(=O)c3ccc4ccccc4c3)c(=O)n1C2
Cn1c(=O)c2c(nc(OCCc3ccccc3)n2Cc2ccccc2F)n(C)c1=O,Cn1c(=O)c2c(nc(OCCc3ccccc3)n2Cc2ccccc2F)n(C)c1=O
CC(C)n1nc(C(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c2ccccc2c1=O,CC(C)n1nc(C(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c2ccccc2c1=O
CCOC(=O)COc1ccc2c(=O)c(-c3cnn(-c4ccccc4)c3)c(C)oc2c1,CCOC(=O)COc1ccc2c(=O)c(-c3cnn(-c4ccccc4)c3)c(C)oc2c1
COc1ccc(-c2nc3c4cnn(C)c4ncn3n2)cc1COc1ccccc1Cl,COc1ccc(-c2nc3c4cnn(C)c4ncn3n2)cc1COc1ccccc1Cl
COC(=O)c1ccc(C)c(NC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)c1,COC(=O)c1ccc(C)c(NC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)c1
COc1ccc2sc(N(Cc3ccccn3)C(=O)c3ccc(N(C)C)cc3)nc2c1,COc1ccc2sc(N(Cc3ccccn3)C(=O)c3ccc(N(C)C)cc3)nc2c1
CC(=O)Nc1sc2c(c1C(=O)OCC(=O)Nc1cccc(C(F)(F)F)c1)CCCC2,CC(=O)Nc1sc2c(c1C(=O)OCC(=O)Nc1cccc(C(F)(F)F)c1)CCCC2
CC(C)c1ccc(-c2noc(C3CCCN(C(=O)c4c(F)cccc4F)C3)n2)cc1,CC(C)c1ccc(-c2noc([C@H]3CCCN(C(=O)c4c(F)cccc4F)C3)n2)cc1
CC(NC(=O)COC(=O)c1cc(-c2cccs2)nc2ccccc12)c1ccccc1,C[C@@H](NC(=O)COC(=O)c1cc(-c2cccs2)nc2ccccc12)c1ccccc1
COc1cccc(C2C(C(=O)OCc3ccccc3)=C(C)Nc3nnnn32)c1OC,COc1cccc([C@@H]2C(C(=O)OCc3ccccc3)=C(C)Nc3nnnn32)c1OC
CC(C)Cn1cnc2c1c(=O)n(CC(=O)NC1CCCCC1C)c(=O)n2CC(C)C,CC(C)Cn1cnc2c1c(=O)n(CC(=O)N[C@@H]1CCCC[C@H]1C)c(=O)n2CC(C)C
CCCCC(c1nnnn1C1CCCC1)[NH+]1CCN(c2nc3ccccc3s2)CC1,CCCC[C@H](c1nnnn1C1CCCC1)[NH+]1CCN(c2nc3ccccc3s2)CC1
Cc1cccc(NC(=O)c2ccc(CN(c3ccc(C)c(C)c3)S(C)(=O)=O)cc2)c1,Cc1cccc(NC(=O)c2ccc(CN(c3ccc(C)c(C)c3)S(C)(=O)=O)cc2)c1
CC1CN(C(=O)COC(=O)c2cc(-c3cccs3)nn2-c2ccccc2)CC(C)O1,C[C@H]1CN(C(=O)COC(=O)c2cc(-c3cccs3)nn2-c2ccccc2)C[C@@H](C)O1
CCCc1nc2c(sc3nc4c(cc32)COC(C)(C)C4)c(=O)n1Cc1cccnc1,CCCc1nc2c(sc3nc4c(cc32)COC(C)(C)C4)c(=O)n1Cc1cccnc1
Cc1ccc(C(=O)C(C)OC(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)cc1,Cc1ccc(C(=O)[C@@H](C)OC(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)cc1
CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)C[NH+]3CC(C)CC(C)C3)c12,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)C[NH+]3C[C@@H](C)C[C@H](C)C3)c12
CCOc1cccc(C(=O)Nc2ccc(N3CCN(C(=O)C(C)C)CC3)c(Cl)c2)c1,CCOc1cccc(C(=O)Nc2ccc(N3CCN(C(=O)C(C)C)CC3)c(Cl)c2)c1
c1ccc(N2CCN(c3cc(-c4ccncc4)nc(-c4cccnc4)n3)CC2)[nH+]c1,c1ccc(N2CCN(c3cc(-c4ccncc4)nc(-c4cccnc4)n3)CC2)[nH+]c1
O=C(CS(=O)(=O)c1cn(Cc2ccccc2Cl)c2ccccc12)Nc1ccccc1,O=C(CS(=O)(=O)c1cn(Cc2ccccc2Cl)c2ccccc12)Nc1ccccc1
CCOC(=O)c1cc(C(=O)c2ccc(OC)cc2)n2c1ccc1cc(OC)ccc12,CCOC(=O)c1cc(C(=O)c2ccc(OC)cc2)n2c1ccc1cc(OC)ccc12
CCOC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)C[NH+]1CC2(C)CC1CC(C)(C)C2,CCOC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)C[NH+]1C[C@]2(C)C[C@H]1CC(C)(C)C2
O=C1CC(c2nc3ccccc3n2Cc2ccccc2F)CN1Cc1ccccc1,O=C1C[C@@H](c2nc3ccccc3n2Cc2ccccc2F)CN1Cc1ccccc1
COc1ccc(CC(=O)N2CC(=O)Nc3ccc(Br)cc3C2c2ccccc2)cc1,COc1ccc(CC(=O)N2CC(=O)Nc3ccc(Br)cc3[C@H]2c2ccccc2)cc1
CC(Sc1nc2ccccc2c(=O)n1CC1CCCO1)C(=O)N(C)C1CCCCC1,C[C@@H](Sc1nc2ccccc2c(=O)n1C[C@H]1CCCO1)C(=O)N(C)C1CCCCC1
O=C(C1COc2ccccc2O1)N1CCN(C(=O)C2COc3ccccc3O2)CC1,O=C([C@@H]1COc2ccccc2O1)N1CCN(C(=O)[C@@H]2COc3ccccc3O2)CC1
COC(=O)c1ccc(-n2c(C)cc(C(=O)COc3ccc4c(c3)OCO4)c2C)cc1,COC(=O)c1ccc(-n2c(C)cc(C(=O)COc3ccc4c(c3)OCO4)c2C)cc1
CCCn1c(=O)c2ccccc2n2c(SCC(=O)NCc3ccccc3Cl)nnc12,CCCn1c(=O)c2ccccc2n2c(SCC(=O)NCc3ccccc3Cl)nnc12
COc1cc(C(Nc2cc(C)on2)c2c(C)[nH]c3ccccc23)cc(OC)c1OC,COc1cc([C@H](Nc2cc(C)on2)c2c(C)[nH]c3ccccc23)cc(OC)c1OC
CC[NH+]1CCc2c(sc3c2C(O)=NC(c2ccc(OCc4ccccc4)cc2)N3)C1,CC[NH+]1CCc2c(sc3c2C(O)=N[C@@H](c2ccc(OCc4ccccc4)cc2)N3)C1
O=C(NCc1ccccc1)NC1COC2C1OCC2n1nnnc1-c1ccccc1,O=C(NCc1ccccc1)N[C@H]1CO[C@@H]2[C@@H](n3nnnc3-c3ccccc3)CO[C@H]12
COc1cccc(-n2c(=O)c3ccccc3n(CC(=O)NCc3ccco3)c2=O)c1,COc1cccc(-n2c(=O)c3ccccc3n(CC(=O)NCc3ccco3)c2=O)c1
CCOc1cc(C2CC(c3ccc(OC)cc3)=Nc3nnnn32)ccc1OC(F)F,CCOc1cc([C@@H]2CC(c3ccc(OC)cc3)=Nc3nnnn32)ccc1OC(F)F
O=C(CN(C1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1)Nc1ccc2c(c1)OCO2,O=C(CN(C1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1)Nc1ccc2c(c1)OCO2
CC(=O)c1ccc(NC(=O)CSc2nnc(-c3cc4ccccc4cc3O)o2)cc1,CC(=O)c1ccc(NC(=O)CSc2nnc(-c3cc4ccccc4cc3O)o2)cc1
Cn1c(SCC(=O)N2CCC(Cc3ccccc3)CC2)nnc1-c1ccc(F)cc1,Cn1c(SCC(=O)N2CCC(Cc3ccccc3)CC2)nnc1-c1ccc(F)cc1
O=C(COC(=O)C1CCCCC1C(=O)N1CCc2ccccc21)NCc1ccco1,O=C(COC(=O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc21)NCc1ccco1
COc1ccc(Cl)c(Cn2c(NCC3CCCO3)nc3c2c(=O)n(C)c(=O)n3C)c1,COc1ccc(Cl)c(Cn2c(NC[C@@H]3CCCO3)nc3c2c(=O)n(C)c(=O)n3C)c1
COc1cccc(C2CC(C(F)(F)F)n3nc(C(=O)NCc4ccco4)cc3N2)c1,COc1cccc([C@H]2C[C@H](C(F)(F)F)n3nc(C(=O)NCc4ccco4)cc3N2)c1
O=C(NCC1COc2ccccc2O1)c1ccc(S(=O)(=O)NCc2ccco2)cc1,O=C(NC[C@@H]1COc2ccccc2O1)c1ccc(S(=O)(=O)NCc2ccco2)cc1
Cc1c(C2c3ccccc3C(=O)N2CC(=O)N2CCOCC2)c2ccccc2n1C,Cc1c([C@H]2c3ccccc3C(=O)N2CC(=O)N2CCOCC2)c2ccccc2n1C
Cc1c(C(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)sc2nc(C)n(C)c(=O)c12,Cc1c(C(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)sc2nc(C)n(C)c(=O)c12
C=CCSc1nnc2c(n1)OC(c1cc(Cl)cc(OC)c1OC)Nc1ccccc1-2,C=CCSc1nnc2c(n1)O[C@H](c1cc(Cl)cc(OC)c1OC)Nc1ccccc1-2
CCc1ccc(NC(=O)CSc2nc3c(c(=O)n2-c2ccc(Cl)cc2)SCC3)cc1,CCc1ccc(NC(=O)CSc2nc3c(c(=O)n2-c2ccc(Cl)cc2)SCC3)cc1
COc1ccc(-c2noc(CN(C(=O)c3cc(C)ccc3C)C(C)C)n2)cc1OC,COc1ccc(-c2noc(CN(C(=O)c3cc(C)ccc3C)C(C)C)n2)cc1OC
CC(C)CCn1c(SC(C)C(=O)Nc2ccccc2C#N)nc2ccccc2c1=O,CC(C)CCn1c(S[C@@H](C)C(=O)Nc2ccccc2C#N)nc2ccccc2c1=O
O=C(COC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1)Nc1nc2ccccc2s1,O=C(COC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1)Nc1nc2ccccc2s1
COc1ccc(NC(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)F)n3n2)c(C)c1,COc1ccc(NC(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)F)n3n2)c(C)c1
CN1C(=O)NC(c2ccc(C(F)(F)F)cc2)C2=C1CN(CCc1ccccc1)C2=O,CN1C(=O)N[C@H](c2ccc(C(F)(F)F)cc2)C2=C1CN(CCc1ccccc1)C2=O
COc1ccc(N(CC(O)C[NH+]2CCC(C)CC2)S(=O)(=O)c2ccc(C)cc2)cc1,COc1ccc(N(C[C@@H](O)C[NH+]2CCC(C)CC2)S(=O)(=O)c2ccc(C)cc2)cc1
CS(=O)(=O)N(CC(=O)N1CCN(c2ccc(F)cc2)CC1)c1ccc2c(c1)OCO2,CS(=O)(=O)N(CC(=O)N1CCN(c2ccc(F)cc2)CC1)c1ccc2c(c1)OCO2
O=C(NCc1ccc(Cl)cc1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2,O=C(NCc1ccc(Cl)cc1)c1cc2n(n1)[C@@H](C(F)(F)F)C[C@H](c1ccccc1)N2
CCCn1c(SCC(=O)Nc2c(C)cccc2C)nc2c(oc3ccccc32)c1=O,CCCn1c(SCC(=O)Nc2c(C)cccc2C)nc2c(oc3ccccc32)c1=O
CC1CCCC(C)N1C(=O)CSc1nnc(-c2ccc(Cl)cc2)n1Cc1ccco1,C[C@H]1CCC[C@H](C)N1C(=O)CSc1nnc(-c2ccc(Cl)cc2)n1Cc1ccco1
Cc1c(C)c2ccc(OCC(=O)NCCc3c[nH]c4ccc(F)cc34)cc2oc1=O,Cc1c(C)c2ccc(OCC(=O)NCCc3c[nH]c4ccc(F)cc34)cc2oc1=O
O=C(Nc1ncnc2sc3c(c12)CCCC3)c1ccc(S(=O)(=O)N2CCCC2)cc1,O=C(Nc1ncnc2sc3c(c12)CCCC3)c1ccc(S(=O)(=O)N2CCCC2)cc1
C[NH+]1CCN(c2ccc(-c3ccc(NC(=O)c4c(F)cccc4F)cc3)nn2)CC1,C[NH+]1CCN(c2ccc(-c3ccc(NC(=O)c4c(F)cccc4F)cc3)nn2)CC1
Cc1nn(CC(=O)NCCC[NH+]2CC(C)CC(C)C2)c(=O)c2c1sc1ccccc12,Cc1nn(CC(=O)NCCC[NH+]2C[C@@H](C)C[C@@H](C)C2)c(=O)c2c1sc1ccccc12
O=C(CSc1nnc2c3c4c(sc3ncn12)CCCC4)N1CCCc2ccccc21,O=C(CSc1nnc2c3c4c(sc3ncn12)CCCC4)N1CCCc2ccccc21
CCn1c(SCC(=O)Nc2ccccc2-c2ccccc2)nnc1-c1ccncc1,CCn1c(SCC(=O)Nc2ccccc2-c2ccccc2)nnc1-c1ccncc1
Cn1c(C(=O)[O-])c(CC(=O)Nc2ccc(Oc3ccccc3)cc2)c2ccccc21,Cn1c(C(=O)[O-])c(CC(=O)Nc2ccc(Oc3ccccc3)cc2)c2ccccc21
CCc1nnc(N2C(=O)c3oc4ccc(C)cc4c(=O)c3C2c2cccc(F)c2)s1,CCc1nnc(N2C(=O)c3oc4ccc(C)cc4c(=O)c3[C@H]2c2cccc(F)c2)s1
Cc1ccnc([N-]S(=O)(=O)c2ccc(NC(=O)C3COc4ccccc4O3)cc2)n1,Cc1ccnc([N-]S(=O)(=O)c2ccc(NC(=O)[C@@H]3COc4ccccc4O3)cc2)n1
COc1ccc(-c2csc3ncnc(N4CC[NH+](Cc5ccccc5)CC4)c23)cc1,COc1ccc(-c2csc3ncnc(N4CC[NH+](Cc5ccccc5)CC4)c23)cc1
COc1cccc(NC(=O)CSc2nnc(-c3cccnc3)n2-c2ccccc2)c1,COc1cccc(NC(=O)CSc2nnc(-c3cccnc3)n2-c2ccccc2)c1
Cc1c(C(=O)Nc2ccccc2)sc2ncn(CC(=O)OC3CCCCC3)c(=O)c12,Cc1c(C(=O)Nc2ccccc2)sc2ncn(CC(=O)OC3CCCCC3)c(=O)c12
O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1cccc(O)c1,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1cccc(O)c1
CN(C(=O)COC(=O)c1ccc(C(=O)c2ccccc2)cc1)C1(C#N)CCCCC1,CN(C(=O)COC(=O)c1ccc(C(=O)c2ccccc2)cc1)C1(C#N)CCCCC1
COc1ccc(-c2ccc3n(c2=O)CC2CC3CN(C(=O)CCCC(=O)[O-])C2)cc1,COc1ccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(C(=O)CCCC(=O)[O-])C2)cc1
COc1ccc(C2CC(=O)c3c([nH]c(C(=O)OC4CCCCC4)c3C)C2)cc1OC,COc1ccc([C@@H]2CC(=O)c3c([nH]c(C(=O)OC4CCCCC4)c3C)C2)cc1OC
COC(=O)c1c2nc3ccccc3nc2n2c1nc([O-])c1cc(OC)c(OC)cc12,COC(=O)c1c2nc3ccccc3nc2n2c1nc([O-])c1cc(OC)c(OC)cc12
CCOc1ccc(NC(=O)CSc2ccc3nnc(-c4ccc(C)cc4)n3n2)cc1,CCOc1ccc(NC(=O)CSc2ccc3nnc(-c4ccc(C)cc4)n3n2)cc1
COc1ccc(C2C(Oc3ccc(Cl)cc3)C(=O)N2c2ccc(F)cc2)cc1OC,COc1ccc([C@@H]2[C@H](Oc3ccc(Cl)cc3)C(=O)N2c2ccc(F)cc2)cc1OC
CC=CCn1c(C(=O)N2CCN(C(=O)Cc3ccccc3)C(C)C2)cc2ccsc21,C/C=C\Cn1c(C(=O)N2CCN(C(=O)Cc3ccccc3)[C@@H](C)C2)cc2ccsc21
Cc1ccc(C(=O)Nc2ccccc2C(=O)NC(Cc2ccccc2)C(=O)[O-])cc1,Cc1ccc(C(=O)Nc2ccccc2C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])cc1
CCCCNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CC(C)CC(C)C3)c2c1=O,CCCCNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3C[C@@H](C)C[C@@H](C)C3)c2c1=O
CCCNC(=O)C1Sc2nnc(-c3ccccc3)n2NC1c1ccc(OCC)cc1,CCCNC(=O)[C@@H]1Sc2nnc(-c3ccccc3)n2N[C@H]1c1ccc(OCC)cc1
CCc1cc(=O)oc2c(C)c(OC(C)C(=O)N3CCC4(O)CCCCC4C3)ccc12,CCc1cc(=O)oc2c(C)c(O[C@H](C)C(=O)N3CC[C@]4(O)CCCC[C@@H]4C3)ccc12
CCC(=O)Nc1ccc(NC(=O)CSc2nc3cc(OC)ccc3cc2C)cc1C,CCC(=O)Nc1ccc(NC(=O)CSc2nc3cc(OC)ccc3cc2C)cc1C
COc1cc2c(C(=O)NC3CCCC(C)C3C)cn(CC(C)C)c(=O)c2cc1OC,COc1cc2c(C(=O)N[C@@H]3CCC[C@@H](C)[C@H]3C)cn(CC(C)C)c(=O)c2cc1OC
COC(=O)CNC(=O)CN1C(=O)c2ccccc2C1c1c(C)n(C)c2ccccc12,COC(=O)CNC(=O)CN1C(=O)c2ccccc2[C@@H]1c1c(C)n(C)c2ccccc12
Cc1ccc(-c2cc(C(=O)Nc3ccccc3C(N)=O)c3ccccc3n2)cc1C,Cc1ccc(-c2cc(C(=O)Nc3ccccc3C(N)=O)c3ccccc3n2)cc1C
Nc1c(S(=O)(=O)c2ccc(Cl)cc2)c2nc3ccccc3nc2n1CC1CCCO1,Nc1c(S(=O)(=O)c2ccc(Cl)cc2)c2nc3ccccc3nc2n1C[C@H]1CCCO1
Cc1ccc(S(=O)(=O)N2CCN(c3ccc(Nc4ccccc4)nn3)CC2)cc1C,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(Nc4ccccc4)nn3)CC2)cc1C
Cc1ccc2cc(CN(CCc3ccccc3C)C(=O)c3ccco3)c(=O)[nH]c2c1,Cc1ccc2cc(CN(CCc3ccccc3C)C(=O)c3ccco3)c(=O)[nH]c2c1
COc1cccc(C=Cc2nc3ccccc3c(=O)n2-c2cccc(F)c2)c1OC,COc1cccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(F)c2)c1OC
Nc1c(C(=O)OCC2CCCO2)c2nc3ccccc3nc2n1-c1cccc(Br)c1,Nc1c(C(=O)OC[C@@H]2CCCO2)c2nc3ccccc3nc2n1-c1cccc(Br)c1
Cc1ccc(-n2c(SCC(=O)N3CCCCC3)nnc2-c2ccc(O)cc2)c(C)c1,Cc1ccc(-n2c(SCC(=O)N3CCCCC3)nnc2-c2ccc(O)cc2)c(C)c1
CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)C[NH+]1CC(C)CC(C)C1,CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)C[NH+]1C[C@H](C)C[C@@H](C)C1
CCCCOc1cccc(C2C(C(=O)Nc3ccccc3)=C(C)Nc3ncnn32)c1,CCCCOc1cccc([C@H]2C(C(=O)Nc3ccccc3)=C(C)Nc3ncnn32)c1
COc1ccc(CS(=O)(=O)c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,COc1ccc(CS(=O)(=O)c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1
Cc1cccc(N2CCN(C(=O)c3ccc(CS(=O)c4ccccc4)o3)CC2C)c1,Cc1cccc(N2CCN(C(=O)c3ccc(C[S@@](=O)c4ccccc4)o3)C[C@H]2C)c1
CC(C)C(NC(=O)Cc1cccc2ccccc12)C(=O)Nc1ccc(C(N)=O)cc1,CC(C)[C@H](NC(=O)Cc1cccc2ccccc12)C(=O)Nc1ccc(C(N)=O)cc1
Cc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CNC(=O)c2cccs2)cc1C,Cc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CNC(=O)c2cccs2)cc1C
CSc1cccc(NC(=O)CSc2ncc(S(=O)(=O)c3ccc(Cl)cc3)c([O-])n2)c1,CSc1cccc(NC(=O)CSc2ncc(S(=O)(=O)c3ccc(Cl)cc3)c([O-])n2)c1
Cc1cccc(OCC(=O)Nc2sc3c(c2C(=O)NCC2CCCO2)CCC3)c1C,Cc1cccc(OCC(=O)Nc2sc3c(c2C(=O)NC[C@@H]2CCCO2)CCC3)c1C
Cc1ccc(-n2c(=O)c3ccccc3n3c(SCC4CCCCO4)nnc23)c(C)c1,Cc1ccc(-n2c(=O)c3ccccc3n3c(SC[C@@H]4CCCCO4)nnc23)c(C)c1
Cn1c(=O)c2c(ncn2CC(=O)Nc2nnc(CCc3ccccc3)s2)n(C)c1=O,Cn1c(=O)c2c(ncn2CC(=O)Nc2nnc(CCc3ccccc3)s2)n(C)c1=O
